,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,gender
3980,1,1,2,1,2,1,1,1,1,3,1,1,3,2,1,3,2,1,1,1,4,1,1,2,1,3,2,1,1,1,2,3,2,1,3,1,3,4,2,1,1,2,1
3981,4,1,2,2,3,4,1,3,2,2,4,2,3,2,1,2,2,3,1,2,2,3,1,4,2,3,4,2,4,4,2,3,2,3,3,2,2,2,3,2,1,4,1
3982,4,1,2,4,3,2,3,4,2,3,2,4,4,1,2,2,2,1,1,4,2,4,1,1,4,2,2,3,4,1,2,1,4,2,2,4,2,2,1,4,4,1,2
3983,1,2,1,3,1,2,1,1,1,1,4,2,4,1,1,3,2,3,1,1,2,1,1,1,2,2,1,1,4,1,2,3,2,2,4,1,2,2,1,2,2,1,2
3984,2,2,4,4,4,2,2,2,3,4,1,2,4,4,3,4,4,1,2,2,4,4,1,4,3,4,2,2,2,4,4,3,2,4,2,4,4,4,1,3,3,4,2
3985,3,4,2,3,4,3,4,4,3,2,4,3,3,2,2,3,2,4,2,3,1,4,4,3,3,2,3,3,3,3,3,3,4,2,1,3,2,1,3,4,3,3,2
3986,4,3,2,3,2,4,3,4,2,4,3,2,3,4,2,4,2,1,4,2,2,3,2,4,4,2,2,2,4,3,2,4,2,3,2,3,3,3,3,2,4,4,2
3987,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3
3988,4,4,4,4,4,4,4,2,2,4,4,3,4,4,4,3,3,1,1,2,4,3,2,3,4,3,4,4,4,2,2,4,4,3,2,1,3,4,3,4,4,2,2
3989,4,2,3,2,3,4,3,3,2,3,4,3,3,3,2,3,4,3,3,1,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,1,3,3,4,3,2,4,2
3990,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
3991,4,3,4,4,3,3,4,4,3,4,3,4,4,2,4,4,4,3,4,3,4,3,2,4,2,2,3,4,4,2,3,3,4,4,4,4,4,4,3,4,4,3,2
3992,3,1,2,2,3,2,2,2,3,3,2,3,3,3,2,2,3,1,1,3,2,2,1,3,2,3,2,2,2,3,3,3,3,2,2,2,3,2,1,3,2,3,1
3993,3,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,2,3,4,2,3,4,4,4,2,4,3,2,4,2,4,4,2,3,4,4,2,4,4,4,2
3994,2,3,4,2,4,4,2,4,2,4,2,2,4,2,1,4,4,2,2,2,4,3,2,4,1,4,3,1,4,2,4,3,1,4,3,1,4,4,4,4,3,4,1
3995,3,4,3,4,4,3,3,4,3,4,3,4,4,3,3,4,4,3,3,4,4,3,2,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,3,3,1
3996,3,1,1,1,3,3,1,4,2,2,4,2,2,2,1,2,1,2,1,2,1,4,1,2,1,3,3,3,3,2,1,3,2,1,3,2,2,1,2,2,1,2,2
3997,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,2,3,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2
3998,2,4,2,1,2,2,1,1,1,3,2,2,1,2,1,3,3,2,2,2,2,1,1,3,2,3,1,1,2,1,2,4,2,3,3,1,4,2,2,1,1,4,2
3999,2,2,2,1,2,3,2,2,2,3,2,1,3,4,1,4,4,2,1,4,4,2,1,3,2,2,3,4,4,3,4,2,3,3,2,2,3,3,3,1,2,4,1
4000,1,4,2,2,2,4,2,1,2,4,2,2,2,3,2,1,2,2,4,1,1,2,2,1,2,2,2,2,1,4,1,2,2,2,2,4,4,4,2,4,4,1,2
4001,3,1,2,4,1,4,4,4,4,4,3,4,2,2,4,1,3,2,1,4,2,4,1,2,4,1,2,4,4,2,2,3,4,2,3,4,4,2,4,2,4,2,2
4002,2,3,2,4,2,2,1,3,2,2,2,2,4,3,2,2,4,4,2,3,4,3,4,2,2,4,4,3,2,3,1,1,2,4,1,2,1,4,3,4,2,2,2
4003,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4004,3,1,1,1,4,4,1,4,4,2,2,3,3,2,2,2,2,3,1,3,2,3,1,2,3,3,2,3,2,4,2,3,2,2,2,3,2,2,3,4,2,3,3
4005,2,1,1,1,4,1,1,1,1,3,2,1,3,1,1,1,4,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,4,1,1,3,4,1,1,1,4,2
4006,4,2,2,2,4,3,2,3,3,3,3,2,3,2,2,2,4,2,1,2,4,3,2,2,3,4,3,2,3,3,2,2,3,4,2,2,3,4,2,4,4,3,2
4007,1,2,1,1,1,2,1,3,4,1,3,3,1,2,1,1,1,2,1,1,1,4,1,1,2,1,2,3,4,1,1,2,1,2,1,1,1,1,3,2,2,2,1
4008,2,1,2,2,3,2,2,4,3,2,2,4,3,2,3,3,3,2,1,3,4,2,1,3,3,3,2,3,2,1,2,3,2,4,2,2,2,2,2,4,2,4,2
4009,4,2,3,3,4,4,3,4,3,4,4,3,4,2,2,4,4,3,3,2,4,3,2,4,3,4,3,2,2,4,4,3,2,4,2,2,4,4,3,3,3,4,1
4010,4,1,3,3,2,4,4,4,4,3,4,4,2,4,4,3,4,4,3,3,3,4,4,4,1,3,4,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,2
4011,3,2,3,2,3,4,2,3,2,3,3,2,3,2,2,3,4,3,1,3,3,2,2,2,3,3,3,2,2,1,2,2,3,4,2,2,2,4,3,2,2,4,2
4012,2,1,3,1,1,3,1,2,3,2,2,2,4,3,2,4,2,4,2,1,1,2,1,3,1,3,1,4,4,2,2,2,2,2,2,1,2,3,2,4,1,2,2
4013,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
4014,2,2,1,1,1,2,1,1,2,1,2,2,2,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,2
4015,2,1,1,1,1,2,1,1,1,1,3,1,2,3,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2
4016,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1
4017,4,2,4,2,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,2,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,2
4018,3,3,3,4,3,2,2,3,3,2,4,3,4,3,2,3,2,3,3,3,2,3,1,4,3,4,3,1,2,2,3,2,4,3,2,2,2,2,2,3,1,4,2
4019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4020,3,1,1,4,4,3,1,4,3,3,3,4,3,3,3,4,3,4,1,3,1,3,1,3,3,3,3,4,3,1,3,1,3,3,1,3,1,1,4,4,2,3,1
4021,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
4022,2,1,1,3,1,3,3,2,3,2,3,3,3,3,1,2,2,1,2,2,2,1,1,2,3,2,2,3,1,1,1,1,3,3,2,2,1,2,2,3,2,1,2
4023,2,1,1,3,3,2,3,2,2,2,2,2,3,3,3,2,1,4,2,3,1,3,1,3,2,2,1,4,2,2,2,1,3,1,1,1,1,1,2,3,2,2,2
4024,2,1,1,4,1,3,2,4,3,1,2,2,2,4,1,2,1,3,4,1,1,3,1,2,4,1,4,3,3,1,1,4,2,1,2,1,1,1,3,2,2,2,2
4025,4,4,3,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2
4026,1,3,1,1,1,2,1,1,2,1,3,1,1,1,1,1,2,1,1,2,1,3,1,1,3,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1
4027,4,1,4,1,2,4,2,4,1,2,4,4,4,4,2,4,1,4,1,4,1,4,4,4,4,4,4,4,4,2,4,4,2,1,4,4,1,1,2,4,2,4,2
4028,2,2,1,1,2,2,1,3,4,1,2,2,1,2,1,2,1,3,1,2,2,2,1,1,1,2,2,2,3,4,1,2,3,2,2,1,2,2,2,3,2,2,2
4029,3,1,2,1,2,3,1,3,4,1,2,4,3,2,2,1,2,3,1,2,1,2,1,1,1,3,1,3,2,4,1,2,3,2,2,2,1,1,4,4,1,1,2
4030,2,1,2,1,3,3,2,2,1,2,2,2,3,2,1,3,2,1,1,3,2,3,1,3,1,3,1,3,2,2,2,2,3,3,2,1,1,1,1,1,1,3,1
4031,2,3,1,1,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,2
4032,2,3,4,2,4,3,3,3,4,4,3,3,4,4,4,4,4,4,2,4,4,4,3,4,2,4,4,3,4,4,4,3,3,4,2,2,4,4,4,4,2,4,2
4033,4,2,2,3,4,4,4,2,4,3,4,2,3,4,3,2,4,4,3,3,3,2,2,2,3,3,4,3,4,4,2,4,3,4,4,2,2,2,4,4,4,4,2
4034,2,1,2,1,2,3,2,3,1,3,2,3,3,2,1,2,4,2,1,1,3,3,1,2,2,2,2,2,2,2,2,1,1,4,1,2,4,3,1,1,1,2,2
4035,3,2,1,1,3,2,1,2,4,3,2,3,2,4,1,2,1,3,1,2,2,2,2,2,3,3,3,2,3,4,2,3,2,1,4,2,3,2,2,4,2,2,2
4036,2,3,2,1,2,2,4,2,3,1,3,4,4,4,3,2,4,3,2,3,3,3,1,2,3,2,3,4,3,2,2,3,3,4,2,4,2,2,4,3,3,3,2
4037,3,4,2,2,2,4,2,3,4,2,4,4,3,1,1,2,3,3,1,1,2,4,1,2,3,3,3,2,4,1,2,3,3,4,1,3,2,2,3,1,2,3,2
4038,4,4,4,4,3,4,1,4,4,4,4,1,4,4,1,4,4,4,1,1,4,4,2,4,4,4,4,4,4,2,4,4,4,3,4,2,4,4,4,4,2,4,2
4039,3,3,2,2,2,4,1,4,2,2,4,3,3,3,2,4,3,4,1,2,1,4,1,2,2,4,4,4,4,2,3,3,4,3,4,2,1,1,4,3,1,2,2
4040,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1
4041,3,4,2,1,3,4,4,3,3,2,3,2,2,4,1,2,2,3,2,2,2,4,1,2,1,2,3,3,3,1,2,3,2,3,3,2,2,2,3,4,1,4,2
4042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4043,3,3,4,2,4,3,3,4,4,4,4,2,4,4,2,4,4,3,3,3,4,3,3,4,3,4,4,4,4,3,4,4,3,4,3,2,3,4,4,3,2,3,1
4044,3,2,3,2,3,3,2,3,3,4,4,3,4,2,2,4,4,3,2,3,4,2,2,4,3,4,3,3,3,4,3,2,3,4,3,3,4,4,3,2,3,3,1
4045,4,2,3,3,2,4,2,4,1,1,4,3,4,2,2,3,1,3,3,4,1,3,1,3,3,4,4,3,4,2,4,1,4,1,2,4,2,1,3,2,2,4,2
4046,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,2,3,4,4,2,2,4,4,4,4,4,4,2,2,4,4,1,4,2,3,4,4,4,2,4,2
4047,2,2,1,2,2,2,2,3,2,3,2,3,3,4,1,1,2,3,1,4,2,2,2,3,2,2,3,1,2,2,1,2,2,2,2,1,1,3,3,2,2,3,2
4048,2,4,3,1,4,2,1,2,2,4,2,3,4,3,1,4,4,1,1,2,4,2,1,4,3,4,2,1,3,3,2,1,1,4,1,1,4,4,2,1,1,4,1
4049,1,1,3,1,3,1,1,4,4,3,4,4,2,2,1,3,3,2,3,2,2,4,1,2,1,2,2,2,3,1,3,1,2,2,2,1,3,2,2,4,1,4,2
4050,2,2,2,2,3,2,1,3,2,3,2,4,4,2,2,2,3,2,2,2,4,3,1,2,3,4,2,3,3,2,3,3,3,4,1,3,3,4,2,3,2,3,2
4051,2,1,1,1,1,2,1,2,3,2,2,2,2,2,1,1,2,3,2,1,1,2,1,1,3,2,3,1,3,2,1,2,1,2,1,1,1,1,2,2,1,1,2
4052,2,1,2,2,3,2,1,3,2,3,2,2,3,2,1,3,3,2,1,2,2,2,1,3,1,4,2,2,2,4,3,3,2,2,1,3,3,2,2,3,1,3,1
4053,1,1,2,1,4,2,1,2,1,2,1,1,4,1,1,4,3,2,1,2,3,2,1,2,1,4,2,1,1,1,3,1,2,3,1,1,3,3,2,1,1,4,1
4054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
4055,2,1,2,1,2,1,1,2,2,4,1,4,3,1,1,4,3,1,1,1,3,2,1,3,2,3,2,1,3,1,3,1,2,3,1,1,3,3,1,1,2,4,2
4056,4,3,4,1,4,4,1,4,2,2,4,1,4,2,1,4,4,4,1,2,4,2,1,3,2,4,2,1,4,2,2,2,2,4,1,2,2,4,2,1,2,2,2
4057,1,1,2,1,2,2,1,2,1,3,2,1,2,3,2,3,1,1,1,1,1,2,1,4,2,2,3,1,2,1,3,2,1,2,2,1,1,1,3,1,1,2,2
4058,4,2,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,2,2,2,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,2
4059,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2
4060,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,2
4061,3,1,4,2,4,3,4,1,3,4,3,4,4,2,4,4,4,2,1,2,4,2,1,2,4,4,4,3,4,2,4,3,4,4,2,4,3,4,4,4,3,2,2
4062,4,2,4,3,4,3,1,3,1,2,4,4,4,2,1,2,4,3,2,1,3,3,1,2,1,4,4,2,4,2,2,3,3,3,3,3,3,3,4,2,1,4,2
4063,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2
4064,2,2,1,2,3,3,2,3,2,2,2,3,2,2,1,3,2,1,3,2,2,3,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,3,2,2,1
4065,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4066,3,3,1,1,2,1,1,1,2,2,4,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,4,1,3,2,2,2,1,2,2,2,1,2,3,2,4,2,1
4067,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4068,2,1,1,1,2,2,2,4,2,1,2,2,2,4,1,1,1,2,1,1,1,3,1,2,1,1,2,1,2,1,3,4,3,1,4,1,1,1,2,2,1,1,2
4069,4,1,1,4,3,1,2,2,1,4,2,3,1,4,1,1,1,2,2,1,1,2,4,1,2,2,3,4,1,3,1,1,2,1,3,4,2,1,1,2,2,1,2
4070,3,1,3,1,3,3,2,3,3,4,3,3,4,2,3,3,3,1,2,4,4,3,3,2,3,4,2,3,3,2,2,2,3,3,1,3,2,4,3,3,3,3,2
4071,3,3,3,2,4,2,2,2,4,2,4,2,4,3,2,3,3,3,2,4,3,2,2,2,3,4,3,2,4,3,2,3,3,4,2,4,4,3,3,3,2,3,2
4072,3,1,4,1,4,4,3,4,4,3,4,3,4,4,2,3,3,3,3,1,3,1,1,3,1,3,3,2,3,2,4,3,3,4,3,1,4,4,3,4,4,4,2
4073,2,1,1,1,2,2,2,2,4,2,1,2,3,1,2,1,3,2,1,2,3,1,1,2,2,2,2,3,2,4,2,2,2,4,2,3,2,2,2,3,2,2,1
4074,1,2,2,3,3,1,2,4,4,2,2,4,4,1,3,2,4,1,1,4,4,1,1,2,4,4,1,4,2,4,2,3,4,4,2,1,3,4,2,4,4,2,2
4075,2,2,3,4,4,2,4,3,4,3,3,3,4,2,1,3,2,2,4,4,3,3,3,3,3,4,2,4,4,4,3,2,4,2,1,2,1,4,2,4,3,4,3
4076,3,1,4,2,4,2,2,4,4,4,2,4,4,2,2,4,4,3,3,4,4,2,1,4,2,4,4,2,3,4,4,2,4,4,3,4,4,4,3,2,2,4,2
4077,3,2,3,1,4,4,1,3,2,4,4,1,3,3,1,4,4,3,4,1,4,3,1,4,1,3,3,1,3,2,3,3,1,4,2,1,4,4,3,2,1,4,2
4078,1,1,2,3,4,3,1,1,2,4,1,3,2,1,1,4,2,2,1,3,2,2,1,2,1,2,2,1,2,2,3,3,2,4,3,1,4,4,2,1,1,3,2
4079,4,4,3,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,2,4,4,4,4,4,4,4,2
4080,2,3,2,3,3,4,3,3,4,2,4,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,4,3,4,3,3,3,2,3,3,4,2,2,4,3,3,2,2
4081,4,3,2,3,4,4,2,3,3,2,4,4,3,3,2,3,4,2,2,3,2,3,1,4,3,2,4,3,2,3,3,3,4,3,3,2,2,3,4,4,3,4,2
4082,3,4,4,3,4,4,3,2,4,3,3,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,2,3,4,4,2,4,4,4,1
4083,2,1,3,1,3,3,1,3,3,3,4,1,3,3,1,4,3,1,1,3,4,1,2,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,2,4,1,3,1
4084,2,2,2,1,3,2,2,1,1,2,2,2,2,2,2,3,1,2,1,1,1,2,2,2,2,2,1,1,2,1,4,2,1,1,1,1,1,1,2,1,1,3,2
4085,2,4,1,4,2,3,4,2,4,1,3,3,2,3,2,1,1,2,4,4,1,2,3,2,3,1,2,2,2,2,2,2,4,1,2,3,1,1,3,3,4,1,2
4086,1,4,1,1,3,2,1,4,1,2,3,2,3,1,1,1,2,2,1,1,3,1,1,1,2,1,3,1,1,2,3,3,1,1,3,4,2,4,2,1,3,1,1
4087,3,1,4,4,2,4,1,1,4,4,4,4,4,3,2,4,1,2,4,4,1,4,2,4,4,4,4,4,4,3,2,2,4,1,2,4,3,1,4,4,4,3,2
4088,3,1,3,2,4,3,2,3,2,4,3,3,4,2,1,3,4,3,1,3,4,2,1,4,2,4,3,2,3,2,3,2,2,4,2,3,4,4,3,2,2,3,2
4089,3,1,1,1,4,3,1,2,4,3,4,1,2,4,1,2,1,3,1,2,1,4,1,2,1,3,3,2,2,4,1,2,2,1,4,2,2,2,4,2,1,3,2
4090,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,2,4,4,1
4091,3,1,3,2,4,2,1,3,3,2,2,3,3,4,2,3,1,3,3,1,2,3,1,3,2,4,3,3,2,2,3,2,2,2,2,1,2,1,3,1,3,4,2
4092,3,1,1,1,2,2,1,2,3,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2
4093,2,1,1,3,2,3,1,3,4,4,3,4,4,4,1,2,2,3,3,4,3,2,1,2,3,3,3,4,4,1,2,2,3,2,2,3,2,4,3,1,1,2,2
4094,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
4095,2,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,4,2,2,4,3,1,3,3,2,2,1,1,2,1,2,2,4,3,2,1,1,2,1,1,3,1
4096,2,1,1,2,4,2,2,2,2,1,2,3,2,3,2,1,2,1,2,3,1,2,1,2,4,2,2,2,3,3,1,1,3,1,1,2,1,2,3,2,1,4,2
4097,3,2,1,2,2,3,3,4,4,1,4,4,1,3,2,1,1,3,2,2,1,3,1,1,4,2,3,2,3,1,1,2,4,1,3,1,1,1,2,3,1,2,2
4098,1,2,2,3,2,1,2,3,2,1,2,2,2,3,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,3,2,2,2,1,2,1,2,2,2,1,2,2
4099,3,2,2,3,3,2,4,3,3,3,3,3,4,3,3,3,4,3,3,4,3,2,2,2,3,4,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,4,2
4100,3,1,4,1,4,4,2,4,3,4,4,4,4,3,2,4,1,4,2,2,4,4,2,3,3,4,3,3,3,2,4,2,3,2,3,1,4,3,4,1,2,4,1
4101,2,2,2,1,3,2,2,2,4,4,2,2,3,2,2,3,4,2,2,3,4,2,3,2,1,3,2,2,1,4,3,3,2,4,3,3,4,4,2,4,3,3,1
4102,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4103,3,3,1,1,3,2,2,1,1,1,2,3,1,2,1,1,1,3,1,1,1,3,1,1,1,2,2,1,2,2,1,2,1,1,4,1,2,1,2,2,1,3,1
4104,3,2,2,1,2,3,2,4,2,2,2,3,2,4,1,2,2,2,2,2,1,3,1,2,2,1,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,1
4105,1,1,2,1,2,2,1,2,2,3,1,1,3,1,1,2,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1
4106,4,1,3,3,4,4,2,3,3,3,4,3,4,4,2,3,4,3,3,2,3,2,1,4,2,4,3,2,4,3,3,3,3,4,3,3,3,1,3,4,2,4,2
4107,2,3,2,1,2,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3,2,2,3,2,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,1
4108,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,3,1
4109,4,4,3,2,3,2,4,2,2,4,2,2,3,4,3,4,2,4,3,4,3,3,4,3,4,4,4,2,3,4,4,2,4,4,4,3,4,4,2,4,2,3,2
4110,4,1,3,1,2,4,4,4,4,3,4,3,4,4,1,3,3,4,4,4,3,4,1,2,1,3,4,3,4,3,3,4,3,2,4,4,2,1,4,3,3,2,1
4111,3,4,2,4,3,4,4,4,4,2,4,4,4,4,4,2,3,3,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,2,1,4,4,4,3,2
4112,4,2,2,2,2,4,2,3,4,2,4,3,2,4,2,2,2,3,2,4,1,3,2,2,2,3,4,3,4,4,2,4,3,2,4,3,2,2,4,3,2,2,2
4113,2,2,2,1,3,2,1,2,2,3,2,3,3,3,1,3,3,2,1,1,2,3,1,2,1,3,2,1,3,3,2,2,3,4,4,1,2,3,3,4,1,4,1
4114,1,3,2,1,2,4,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,3,1,1,1,1,2,1,2,1,3,2,2,1,1,3
4115,2,1,4,4,3,4,3,3,4,4,4,3,4,3,3,4,4,2,2,3,4,3,1,4,4,4,4,4,3,3,4,3,4,4,4,2,4,4,4,4,3,4,2
4116,3,2,2,4,2,3,1,3,3,3,3,2,4,4,2,3,4,3,3,1,4,2,1,2,2,4,2,2,2,2,2,3,1,4,2,1,3,4,4,3,2,3,3
4117,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,3,3,1,1,2,2,3,1,3,2,1,1,1,2,1,2,2,2,2
4118,1,3,2,2,1,2,3,2,3,1,1,3,2,1,3,2,1,1,2,3,1,1,3,2,3,2,1,3,1,1,2,1,3,1,1,2,1,1,1,4,2,2,1
4119,1,3,1,1,4,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,3,2,2,1,1,2,2,1,3,3,3,3,2,2,2,1,1,1,3,1,3,3
4120,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2
4121,3,2,1,1,2,2,2,3,2,4,2,3,3,4,1,1,1,3,1,1,2,2,1,2,4,2,2,1,3,1,2,3,2,1,2,1,2,2,2,2,1,2,1
4122,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,1,4,2
4123,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2
4124,2,3,2,2,3,3,2,1,3,3,2,3,4,4,3,3,3,3,1,3,2,2,1,2,4,4,2,3,4,3,2,2,3,4,2,3,2,3,3,3,4,3,1
4125,4,2,3,1,2,3,2,2,4,4,4,2,4,2,1,4,4,4,2,3,4,2,1,4,3,4,2,1,4,3,4,3,2,4,2,2,4,4,2,4,1,4,2
4126,4,3,4,3,4,2,2,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,2
4127,3,3,2,1,1,3,1,2,4,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,1,2,1,2,2,1,1,3,2,2,2,1,1,2,2,1,1,2
4128,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,3,2,1,2,1,1,1,2,2,2,2,1
4129,4,4,2,4,2,4,1,3,3,2,4,2,4,4,3,4,4,4,1,2,3,4,1,3,2,4,4,3,2,1,1,4,3,4,3,2,2,4,4,4,1,2,2
4130,4,3,2,1,3,4,1,4,3,4,4,2,4,4,3,2,4,4,1,2,4,3,1,2,2,4,4,2,4,2,2,2,2,4,2,4,4,4,4,4,1,2,2
4131,1,2,2,4,1,3,4,4,1,1,3,3,1,2,2,1,2,2,3,4,1,3,2,3,4,2,3,3,3,1,1,2,3,3,2,1,1,1,3,2,3,2,1
4132,4,4,2,2,2,4,1,3,2,1,4,3,2,2,1,2,1,3,1,2,1,4,4,2,3,2,4,3,3,2,2,2,4,1,2,2,2,2,4,1,1,2,2
4133,2,1,1,1,4,2,3,2,4,4,2,3,2,2,2,2,3,2,1,4,2,3,1,2,1,3,3,3,4,1,2,1,3,4,1,4,2,2,3,4,2,4,3
